Date,Trading method,Allocation no,Asset,Weight of asset(%)Asset price,Amount to buy ,Total spending,Timeframe
"Dec 30, 2020",One-off,3,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,3,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,4,stocks,0.95,203.32,467,94950.44,
"Dec 30, 2020",One-off,4,sbonds,0.0,203.32,0,0.0,
"Dec 30, 2020",One-off,4,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,4,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,4,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,5,stocks,0.95,203.32,467,94950.44,
"Dec 30, 2020",One-off,5,sbonds,0.0,203.32,0,0.0,
"Dec 30, 2020",One-off,5,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,5,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,5,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,6,stocks,0.9,203.32,442,89867.44,
"Dec 30, 2020",One-off,6,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,6,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,6,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,6,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,7,stocks,0.9,203.32,442,89867.44,
"Dec 30, 2020",One-off,7,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,7,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,7,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,7,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,8,stocks,0.9,203.32,442,89867.44,
"Dec 30, 2020",One-off,8,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,8,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,8,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,8,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,9,stocks,0.9,203.32,442,89867.44,
"Dec 30, 2020",One-off,9,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,9,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,9,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,9,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,10,stocks,0.9,203.32,442,89867.44,
"Dec 30, 2020",One-off,10,sbonds,0.0,203.32,0,0.0,
"Dec 30, 2020",One-off,10,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,10,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,10,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,11,stocks,0.9,203.32,442,89867.44,
"Dec 30, 2020",One-off,11,sbonds,0.0,203.32,0,0.0,
"Dec 30, 2020",One-off,11,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,11,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,11,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,12,stocks,0.9,203.32,442,89867.44,
"Dec 30, 2020",One-off,12,sbonds,0.0,203.32,0,0.0,
"Dec 30, 2020",One-off,12,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,12,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,12,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,13,stocks,0.9,203.32,442,89867.44,
"Dec 30, 2020",One-off,13,sbonds,0.0,203.32,0,0.0,
"Dec 30, 2020",One-off,13,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,13,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,13,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,14,stocks,0.9,203.32,442,89867.44,
"Dec 30, 2020",One-off,14,sbonds,0.0,203.32,0,0.0,
"Dec 30, 2020",One-off,14,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,14,gold,0.05,177.7,28,4975.6,
