,ST,CB,PB,GO,CA
635,0.55,0.05,0.15,0.0,0.25
636,0.55,0.05,0.1,0.3,0.0
637,0.55,0.05,0.1,0.25,0.05
638,0.55,0.05,0.1,0.2,0.1
639,0.55,0.05,0.1,0.15,0.15
640,0.55,0.05,0.1,0.1,0.2
641,0.55,0.05,0.1,0.05,0.25
642,0.55,0.05,0.1,0.0,0.3
643,0.55,0.05,0.05,0.35,0.0
644,0.55,0.05,0.05,0.3,0.05
645,0.55,0.05,0.05,0.25,0.1
646,0.55,0.05,0.05,0.2,0.15
647,0.55,0.05,0.05,0.15,0.2
648,0.55,0.05,0.05,0.1,0.25
649,0.55,0.05,0.05,0.05,0.3
650,0.55,0.05,0.05,0.0,0.35
651,0.55,0.05,0.0,0.4,0.0
652,0.55,0.05,0.0,0.35,0.05
653,0.55,0.05,0.0,0.3,0.1
654,0.55,0.05,0.0,0.25,0.15
655,0.55,0.05,0.0,0.2,0.2
656,0.55,0.05,0.0,0.15,0.25
657,0.55,0.05,0.0,0.1,0.3
658,0.55,0.05,0.0,0.05,0.35
659,0.55,0.05,0.0,0.0,0.4
660,0.55,0.0,0.45,0.0,0.0
661,0.55,0.0,0.4,0.05,0.0
662,0.55,0.0,0.4,0.0,0.05
663,0.55,0.0,0.35,0.1,0.0
664,0.55,0.0,0.35,0.05,0.05
665,0.55,0.0,0.35,0.0,0.1
666,0.55,0.0,0.3,0.15,0.0
667,0.55,0.0,0.3,0.1,0.05
668,0.55,0.0,0.3,0.05,0.1
669,0.55,0.0,0.3,0.0,0.15
670,0.55,0.0,0.25,0.2,0.0
671,0.55,0.0,0.25,0.15,0.05
672,0.55,0.0,0.25,0.1,0.1
673,0.55,0.0,0.25,0.05,0.15
674,0.55,0.0,0.25,0.0,0.2
675,0.55,0.0,0.2,0.25,0.0
676,0.55,0.0,0.2,0.2,0.05
677,0.55,0.0,0.2,0.15,0.1
678,0.55,0.0,0.2,0.1,0.15
679,0.55,0.0,0.2,0.05,0.2
680,0.55,0.0,0.2,0.0,0.25
681,0.55,0.0,0.15,0.3,0.0
682,0.55,0.0,0.15,0.25,0.05
683,0.55,0.0,0.15,0.2,0.1
684,0.55,0.0,0.15,0.15,0.15
685,0.55,0.0,0.15,0.1,0.2
686,0.55,0.0,0.15,0.05,0.25
687,0.55,0.0,0.15,0.0,0.3
688,0.55,0.0,0.1,0.35,0.0
689,0.55,0.0,0.1,0.3,0.05
690,0.55,0.0,0.1,0.25,0.1
691,0.55,0.0,0.1,0.2,0.15
692,0.55,0.0,0.1,0.15,0.2
693,0.55,0.0,0.1,0.1,0.25
694,0.55,0.0,0.1,0.05,0.3
695,0.55,0.0,0.1,0.0,0.35
696,0.55,0.0,0.05,0.4,0.0
697,0.55,0.0,0.05,0.35,0.05
698,0.55,0.0,0.05,0.3,0.1
699,0.55,0.0,0.05,0.25,0.15
700,0.55,0.0,0.05,0.2,0.2
701,0.55,0.0,0.05,0.15,0.25
702,0.55,0.0,0.05,0.1,0.3
703,0.55,0.0,0.05,0.05,0.35
704,0.55,0.0,0.05,0.0,0.4
705,0.55,0.0,0.0,0.45,0.0
706,0.55,0.0,0.0,0.4,0.05
707,0.55,0.0,0.0,0.35,0.1
708,0.55,0.0,0.0,0.3,0.15
709,0.55,0.0,0.0,0.25,0.2
710,0.55,0.0,0.0,0.2,0.25
711,0.55,0.0,0.0,0.15,0.3
712,0.55,0.0,0.0,0.1,0.35
713,0.55,0.0,0.0,0.05,0.4
714,0.55,0.0,0.0,0.0,0.45
715,0.5,0.5,0.0,0.0,0.0
716,0.5,0.45,0.05,0.0,0.0
717,0.5,0.45,0.0,0.05,0.0
718,0.5,0.45,0.0,0.0,0.05
719,0.5,0.4,0.1,0.0,0.0
720,0.5,0.4,0.05,0.05,0.0
721,0.5,0.4,0.05,0.0,0.05
722,0.5,0.4,0.0,0.1,0.0
723,0.5,0.4,0.0,0.05,0.05
724,0.5,0.4,0.0,0.0,0.1
725,0.5,0.35,0.15,0.0,0.0
726,0.5,0.35,0.1,0.05,0.0
727,0.5,0.35,0.1,0.0,0.05
728,0.5,0.35,0.05,0.1,0.0
729,0.5,0.35,0.05,0.05,0.05
730,0.5,0.35,0.05,0.0,0.1
731,0.5,0.35,0.0,0.15,0.0
732,0.5,0.35,0.0,0.1,0.05
733,0.5,0.35,0.0,0.05,0.1
734,0.5,0.35,0.0,0.0,0.15
735,0.5,0.3,0.2,0.0,0.0
736,0.5,0.3,0.15,0.05,0.0
737,0.5,0.3,0.15,0.0,0.05
738,0.5,0.3,0.1,0.1,0.0
739,0.5,0.3,0.1,0.05,0.05
740,0.5,0.3,0.1,0.0,0.1
741,0.5,0.3,0.05,0.15,0.0
742,0.5,0.3,0.05,0.1,0.05
743,0.5,0.3,0.05,0.05,0.1
744,0.5,0.3,0.05,0.0,0.15
745,0.5,0.3,0.0,0.2,0.0
746,0.5,0.3,0.0,0.15,0.05
747,0.5,0.3,0.0,0.1,0.1
748,0.5,0.3,0.0,0.05,0.15
749,0.5,0.3,0.0,0.0,0.2
750,0.5,0.25,0.25,0.0,0.0
751,0.5,0.25,0.2,0.05,0.0
752,0.5,0.25,0.2,0.0,0.05
753,0.5,0.25,0.15,0.1,0.0
754,0.5,0.25,0.15,0.05,0.05
755,0.5,0.25,0.15,0.0,0.1
756,0.5,0.25,0.1,0.15,0.0
757,0.5,0.25,0.1,0.1,0.05
758,0.5,0.25,0.1,0.05,0.1
759,0.5,0.25,0.1,0.0,0.15
760,0.5,0.25,0.05,0.2,0.0
761,0.5,0.25,0.05,0.15,0.05
762,0.5,0.25,0.05,0.1,0.1
763,0.5,0.25,0.05,0.05,0.15
764,0.5,0.25,0.05,0.0,0.2
765,0.5,0.25,0.0,0.25,0.0
766,0.5,0.25,0.0,0.2,0.05
767,0.5,0.25,0.0,0.15,0.1
768,0.5,0.25,0.0,0.1,0.15
769,0.5,0.25,0.0,0.05,0.2
770,0.5,0.25,0.0,0.0,0.25
771,0.5,0.2,0.3,0.0,0.0
772,0.5,0.2,0.25,0.05,0.0
773,0.5,0.2,0.25,0.0,0.05
774,0.5,0.2,0.2,0.1,0.0
775,0.5,0.2,0.2,0.05,0.05
776,0.5,0.2,0.2,0.0,0.1
777,0.5,0.2,0.15,0.15,0.0
778,0.5,0.2,0.15,0.1,0.05
779,0.5,0.2,0.15,0.05,0.1
780,0.5,0.2,0.15,0.0,0.15
781,0.5,0.2,0.1,0.2,0.0
782,0.5,0.2,0.1,0.15,0.05
783,0.5,0.2,0.1,0.1,0.1
784,0.5,0.2,0.1,0.05,0.15
785,0.5,0.2,0.1,0.0,0.2
786,0.5,0.2,0.05,0.25,0.0
787,0.5,0.2,0.05,0.2,0.05
788,0.5,0.2,0.05,0.15,0.1
789,0.5,0.2,0.05,0.1,0.15
790,0.5,0.2,0.05,0.05,0.2
791,0.5,0.2,0.05,0.0,0.25
792,0.5,0.2,0.0,0.3,0.0
793,0.5,0.2,0.0,0.25,0.05
794,0.5,0.2,0.0,0.2,0.1
795,0.5,0.2,0.0,0.15,0.15
796,0.5,0.2,0.0,0.1,0.2
797,0.5,0.2,0.0,0.05,0.25
798,0.5,0.2,0.0,0.0,0.3
799,0.5,0.15,0.35,0.0,0.0
800,0.5,0.15,0.3,0.05,0.0
801,0.5,0.15,0.3,0.0,0.05
802,0.5,0.15,0.25,0.1,0.0
803,0.5,0.15,0.25,0.05,0.05
804,0.5,0.15,0.25,0.0,0.1
805,0.5,0.15,0.2,0.15,0.0
806,0.5,0.15,0.2,0.1,0.05
807,0.5,0.15,0.2,0.05,0.1
808,0.5,0.15,0.2,0.0,0.15
809,0.5,0.15,0.15,0.2,0.0
810,0.5,0.15,0.15,0.15,0.05
811,0.5,0.15,0.15,0.1,0.1
812,0.5,0.15,0.15,0.05,0.15
813,0.5,0.15,0.15,0.0,0.2
814,0.5,0.15,0.1,0.25,0.0
815,0.5,0.15,0.1,0.2,0.05
816,0.5,0.15,0.1,0.15,0.1
817,0.5,0.15,0.1,0.1,0.15
818,0.5,0.15,0.1,0.05,0.2
819,0.5,0.15,0.1,0.0,0.25
820,0.5,0.15,0.05,0.3,0.0
821,0.5,0.15,0.05,0.25,0.05
822,0.5,0.15,0.05,0.2,0.1
823,0.5,0.15,0.05,0.15,0.15
824,0.5,0.15,0.05,0.1,0.2
825,0.5,0.15,0.05,0.05,0.25
826,0.5,0.15,0.05,0.0,0.3
827,0.5,0.15,0.0,0.35,0.0
828,0.5,0.15,0.0,0.3,0.05
829,0.5,0.15,0.0,0.25,0.1
830,0.5,0.15,0.0,0.2,0.15
831,0.5,0.15,0.0,0.15,0.2
832,0.5,0.15,0.0,0.1,0.25
833,0.5,0.15,0.0,0.05,0.3
834,0.5,0.15,0.0,0.0,0.35
835,0.5,0.1,0.4,0.0,0.0
836,0.5,0.1,0.35,0.05,0.0
837,0.5,0.1,0.35,0.0,0.05
838,0.5,0.1,0.3,0.1,0.0
839,0.5,0.1,0.3,0.05,0.05
840,0.5,0.1,0.3,0.0,0.1
841,0.5,0.1,0.25,0.15,0.0
842,0.5,0.1,0.25,0.1,0.05
843,0.5,0.1,0.25,0.05,0.1
844,0.5,0.1,0.25,0.0,0.15
845,0.5,0.1,0.2,0.2,0.0
846,0.5,0.1,0.2,0.15,0.05
847,0.5,0.1,0.2,0.1,0.1
848,0.5,0.1,0.2,0.05,0.15
849,0.5,0.1,0.2,0.0,0.2
850,0.5,0.1,0.15,0.25,0.0
851,0.5,0.1,0.15,0.2,0.05
852,0.5,0.1,0.15,0.15,0.1
853,0.5,0.1,0.15,0.1,0.15
854,0.5,0.1,0.15,0.05,0.2
855,0.5,0.1,0.15,0.0,0.25
856,0.5,0.1,0.1,0.3,0.0
857,0.5,0.1,0.1,0.25,0.05
858,0.5,0.1,0.1,0.2,0.1
859,0.5,0.1,0.1,0.15,0.15
860,0.5,0.1,0.1,0.1,0.2
861,0.5,0.1,0.1,0.05,0.25
862,0.5,0.1,0.1,0.0,0.3
863,0.5,0.1,0.05,0.35,0.0
864,0.5,0.1,0.05,0.3,0.05
865,0.5,0.1,0.05,0.25,0.1
866,0.5,0.1,0.05,0.2,0.15
867,0.5,0.1,0.05,0.15,0.2
868,0.5,0.1,0.05,0.1,0.25
869,0.5,0.1,0.05,0.05,0.3
870,0.5,0.1,0.05,0.0,0.35
871,0.5,0.1,0.0,0.4,0.0
872,0.5,0.1,0.0,0.35,0.05
873,0.5,0.1,0.0,0.3,0.1
874,0.5,0.1,0.0,0.25,0.15
875,0.5,0.1,0.0,0.2,0.2
876,0.5,0.1,0.0,0.15,0.25
877,0.5,0.1,0.0,0.1,0.3
878,0.5,0.1,0.0,0.05,0.35
879,0.5,0.1,0.0,0.0,0.4
880,0.5,0.05,0.45,0.0,0.0
881,0.5,0.05,0.4,0.05,0.0
882,0.5,0.05,0.4,0.0,0.05
883,0.5,0.05,0.35,0.1,0.0
884,0.5,0.05,0.35,0.05,0.05
885,0.5,0.05,0.35,0.0,0.1
886,0.5,0.05,0.3,0.15,0.0
887,0.5,0.05,0.3,0.1,0.05
888,0.5,0.05,0.3,0.05,0.1
889,0.5,0.05,0.3,0.0,0.15
890,0.5,0.05,0.25,0.2,0.0
891,0.5,0.05,0.25,0.15,0.05
892,0.5,0.05,0.25,0.1,0.1
893,0.5,0.05,0.25,0.05,0.15
894,0.5,0.05,0.25,0.0,0.2
895,0.5,0.05,0.2,0.25,0.0
896,0.5,0.05,0.2,0.2,0.05
897,0.5,0.05,0.2,0.15,0.1
898,0.5,0.05,0.2,0.1,0.15
899,0.5,0.05,0.2,0.05,0.2
900,0.5,0.05,0.2,0.0,0.25
901,0.5,0.05,0.15,0.3,0.0
902,0.5,0.05,0.15,0.25,0.05
903,0.5,0.05,0.15,0.2,0.1
904,0.5,0.05,0.15,0.15,0.15
905,0.5,0.05,0.15,0.1,0.2
906,0.5,0.05,0.15,0.05,0.25
907,0.5,0.05,0.15,0.0,0.3
908,0.5,0.05,0.1,0.35,0.0
909,0.5,0.05,0.1,0.3,0.05
910,0.5,0.05,0.1,0.25,0.1
911,0.5,0.05,0.1,0.2,0.15
912,0.5,0.05,0.1,0.15,0.2
913,0.5,0.05,0.1,0.1,0.25
914,0.5,0.05,0.1,0.05,0.3
915,0.5,0.05,0.1,0.0,0.35
916,0.5,0.05,0.05,0.4,0.0
917,0.5,0.05,0.05,0.35,0.05
918,0.5,0.05,0.05,0.3,0.1
919,0.5,0.05,0.05,0.25,0.15
920,0.5,0.05,0.05,0.2,0.2
921,0.5,0.05,0.05,0.15,0.25
922,0.5,0.05,0.05,0.1,0.3
923,0.5,0.05,0.05,0.05,0.35
924,0.5,0.05,0.05,0.0,0.4
925,0.5,0.05,0.0,0.45,0.0
926,0.5,0.05,0.0,0.4,0.05
927,0.5,0.05,0.0,0.35,0.1
928,0.5,0.05,0.0,0.3,0.15
929,0.5,0.05,0.0,0.25,0.2
930,0.5,0.05,0.0,0.2,0.25
931,0.5,0.05,0.0,0.15,0.3
932,0.5,0.05,0.0,0.1,0.35
933,0.5,0.05,0.0,0.05,0.4
934,0.5,0.05,0.0,0.0,0.45
935,0.5,0.0,0.5,0.0,0.0
936,0.5,0.0,0.45,0.05,0.0
937,0.5,0.0,0.45,0.0,0.05
938,0.5,0.0,0.4,0.1,0.0
939,0.5,0.0,0.4,0.05,0.05
940,0.5,0.0,0.4,0.0,0.1
941,0.5,0.0,0.35,0.15,0.0
942,0.5,0.0,0.35,0.1,0.05
943,0.5,0.0,0.35,0.05,0.1
944,0.5,0.0,0.35,0.0,0.15
945,0.5,0.0,0.3,0.2,0.0
946,0.5,0.0,0.3,0.15,0.05
947,0.5,0.0,0.3,0.1,0.1
948,0.5,0.0,0.3,0.05,0.15
949,0.5,0.0,0.3,0.0,0.2
950,0.5,0.0,0.25,0.25,0.0
951,0.5,0.0,0.25,0.2,0.05
952,0.5,0.0,0.25,0.15,0.1
953,0.5,0.0,0.25,0.1,0.15
954,0.5,0.0,0.25,0.05,0.2
955,0.5,0.0,0.25,0.0,0.25
956,0.5,0.0,0.2,0.3,0.0
957,0.5,0.0,0.2,0.25,0.05
958,0.5,0.0,0.2,0.2,0.1
959,0.5,0.0,0.2,0.15,0.15
960,0.5,0.0,0.2,0.1,0.2
961,0.5,0.0,0.2,0.05,0.25
962,0.5,0.0,0.2,0.0,0.3
963,0.5,0.0,0.15,0.35,0.0
964,0.5,0.0,0.15,0.3,0.05
965,0.5,0.0,0.15,0.25,0.1
966,0.5,0.0,0.15,0.2,0.15
967,0.5,0.0,0.15,0.15,0.2
968,0.5,0.0,0.15,0.1,0.25
969,0.5,0.0,0.15,0.05,0.3
970,0.5,0.0,0.15,0.0,0.35
971,0.5,0.0,0.1,0.4,0.0
972,0.5,0.0,0.1,0.35,0.05
973,0.5,0.0,0.1,0.3,0.1
974,0.5,0.0,0.1,0.25,0.15
975,0.5,0.0,0.1,0.2,0.2
976,0.5,0.0,0.1,0.15,0.25
977,0.5,0.0,0.1,0.1,0.3
978,0.5,0.0,0.1,0.05,0.35
979,0.5,0.0,0.1,0.0,0.4
980,0.5,0.0,0.05,0.45,0.0
981,0.5,0.0,0.05,0.4,0.05
982,0.5,0.0,0.05,0.35,0.1
983,0.5,0.0,0.05,0.3,0.15
984,0.5,0.0,0.05,0.25,0.2
985,0.5,0.0,0.05,0.2,0.25
986,0.5,0.0,0.05,0.15,0.3
987,0.5,0.0,0.05,0.1,0.35
988,0.5,0.0,0.05,0.05,0.4
989,0.5,0.0,0.05,0.0,0.45
990,0.5,0.0,0.0,0.5,0.0
991,0.5,0.0,0.0,0.45,0.05
992,0.5,0.0,0.0,0.4,0.1
993,0.5,0.0,0.0,0.35,0.15
994,0.5,0.0,0.0,0.3,0.2
995,0.5,0.0,0.0,0.25,0.25
996,0.5,0.0,0.0,0.2,0.3
997,0.5,0.0,0.0,0.15,0.35
998,0.5,0.0,0.0,0.1,0.4
999,0.5,0.0,0.0,0.05,0.45
1000,0.5,0.0,0.0,0.0,0.5
1001,0.45,0.55,0.0,0.0,0.0
1002,0.45,0.5,0.05,0.0,0.0
1003,0.45,0.5,0.0,0.05,0.0
1004,0.45,0.5,0.0,0.0,0.05
1005,0.45,0.45,0.1,0.0,0.0
1006,0.45,0.45,0.05,0.05,0.0
1007,0.45,0.45,0.05,0.0,0.05
1008,0.45,0.45,0.0,0.1,0.0
1009,0.45,0.45,0.0,0.05,0.05
1010,0.45,0.45,0.0,0.0,0.1
1011,0.45,0.4,0.15,0.0,0.0
1012,0.45,0.4,0.1,0.05,0.0
1013,0.45,0.4,0.1,0.0,0.05
1014,0.45,0.4,0.05,0.1,0.0
1015,0.45,0.4,0.05,0.05,0.05
1016,0.45,0.4,0.05,0.0,0.1
1017,0.45,0.4,0.0,0.15,0.0
1018,0.45,0.4,0.0,0.1,0.05
1019,0.45,0.4,0.0,0.05,0.1
1020,0.45,0.4,0.0,0.0,0.15
1021,0.45,0.35,0.2,0.0,0.0
1022,0.45,0.35,0.15,0.05,0.0
1023,0.45,0.35,0.15,0.0,0.05
1024,0.45,0.35,0.1,0.1,0.0
1025,0.45,0.35,0.1,0.05,0.05
1026,0.45,0.35,0.1,0.0,0.1
1027,0.45,0.35,0.05,0.15,0.0
1028,0.45,0.35,0.05,0.1,0.05
1029,0.45,0.35,0.05,0.05,0.1
1030,0.45,0.35,0.05,0.0,0.15
1031,0.45,0.35,0.0,0.2,0.0
1032,0.45,0.35,0.0,0.15,0.05
1033,0.45,0.35,0.0,0.1,0.1
1034,0.45,0.35,0.0,0.05,0.15
1035,0.45,0.35,0.0,0.0,0.2
1036,0.45,0.3,0.25,0.0,0.0
1037,0.45,0.3,0.2,0.05,0.0
1038,0.45,0.3,0.2,0.0,0.05
1039,0.45,0.3,0.15,0.1,0.0
1040,0.45,0.3,0.15,0.05,0.05
1041,0.45,0.3,0.15,0.0,0.1
1042,0.45,0.3,0.1,0.15,0.0
1043,0.45,0.3,0.1,0.1,0.05
1044,0.45,0.3,0.1,0.05,0.1
1045,0.45,0.3,0.1,0.0,0.15
1046,0.45,0.3,0.05,0.2,0.0
1047,0.45,0.3,0.05,0.15,0.05
1048,0.45,0.3,0.05,0.1,0.1
1049,0.45,0.3,0.05,0.05,0.15
1050,0.45,0.3,0.05,0.0,0.2
1051,0.45,0.3,0.0,0.25,0.0
1052,0.45,0.3,0.0,0.2,0.05
1053,0.45,0.3,0.0,0.15,0.1
1054,0.45,0.3,0.0,0.1,0.15
1055,0.45,0.3,0.0,0.05,0.2
1056,0.45,0.3,0.0,0.0,0.25
1057,0.45,0.25,0.3,0.0,0.0
1058,0.45,0.25,0.25,0.05,0.0
1059,0.45,0.25,0.25,0.0,0.05
1060,0.45,0.25,0.2,0.1,0.0
1061,0.45,0.25,0.2,0.05,0.05
1062,0.45,0.25,0.2,0.0,0.1
1063,0.45,0.25,0.15,0.15,0.0
1064,0.45,0.25,0.15,0.1,0.05
1065,0.45,0.25,0.15,0.05,0.1
1066,0.45,0.25,0.15,0.0,0.15
1067,0.45,0.25,0.1,0.2,0.0
1068,0.45,0.25,0.1,0.15,0.05
1069,0.45,0.25,0.1,0.1,0.1
1070,0.45,0.25,0.1,0.05,0.15
1071,0.45,0.25,0.1,0.0,0.2
1072,0.45,0.25,0.05,0.25,0.0
1073,0.45,0.25,0.05,0.2,0.05
1074,0.45,0.25,0.05,0.15,0.1
1075,0.45,0.25,0.05,0.1,0.15
1076,0.45,0.25,0.05,0.05,0.2
1077,0.45,0.25,0.05,0.0,0.25
1078,0.45,0.25,0.0,0.3,0.0
1079,0.45,0.25,0.0,0.25,0.05
1080,0.45,0.25,0.0,0.2,0.1
1081,0.45,0.25,0.0,0.15,0.15
1082,0.45,0.25,0.0,0.1,0.2
1083,0.45,0.25,0.0,0.05,0.25
1084,0.45,0.25,0.0,0.0,0.3
1085,0.45,0.2,0.35,0.0,0.0
1086,0.45,0.2,0.3,0.05,0.0
1087,0.45,0.2,0.3,0.0,0.05
1088,0.45,0.2,0.25,0.1,0.0
1089,0.45,0.2,0.25,0.05,0.05
1090,0.45,0.2,0.25,0.0,0.1
1091,0.45,0.2,0.2,0.15,0.0
1092,0.45,0.2,0.2,0.1,0.05
1093,0.45,0.2,0.2,0.05,0.1
1094,0.45,0.2,0.2,0.0,0.15
1095,0.45,0.2,0.15,0.2,0.0
1096,0.45,0.2,0.15,0.15,0.05
1097,0.45,0.2,0.15,0.1,0.1
1098,0.45,0.2,0.15,0.05,0.15
1099,0.45,0.2,0.15,0.0,0.2
1100,0.45,0.2,0.1,0.25,0.0
1101,0.45,0.2,0.1,0.2,0.05
1102,0.45,0.2,0.1,0.15,0.1
1103,0.45,0.2,0.1,0.1,0.15
1104,0.45,0.2,0.1,0.05,0.2
1105,0.45,0.2,0.1,0.0,0.25
1106,0.45,0.2,0.05,0.3,0.0
1107,0.45,0.2,0.05,0.25,0.05
1108,0.45,0.2,0.05,0.2,0.1
1109,0.45,0.2,0.05,0.15,0.15
1110,0.45,0.2,0.05,0.1,0.2
1111,0.45,0.2,0.05,0.05,0.25
1112,0.45,0.2,0.05,0.0,0.3
1113,0.45,0.2,0.0,0.35,0.0
1114,0.45,0.2,0.0,0.3,0.05
1115,0.45,0.2,0.0,0.25,0.1
1116,0.45,0.2,0.0,0.2,0.15
1117,0.45,0.2,0.0,0.15,0.2
1118,0.45,0.2,0.0,0.1,0.25
1119,0.45,0.2,0.0,0.05,0.3
1120,0.45,0.2,0.0,0.0,0.35
1121,0.45,0.15,0.4,0.0,0.0
1122,0.45,0.15,0.35,0.05,0.0
1123,0.45,0.15,0.35,0.0,0.05
1124,0.45,0.15,0.3,0.1,0.0
1125,0.45,0.15,0.3,0.05,0.05
1126,0.45,0.15,0.3,0.0,0.1
1127,0.45,0.15,0.25,0.15,0.0
1128,0.45,0.15,0.25,0.1,0.05
1129,0.45,0.15,0.25,0.05,0.1
1130,0.45,0.15,0.25,0.0,0.15
1131,0.45,0.15,0.2,0.2,0.0
1132,0.45,0.15,0.2,0.15,0.05
1133,0.45,0.15,0.2,0.1,0.1
1134,0.45,0.15,0.2,0.05,0.15
1135,0.45,0.15,0.2,0.0,0.2
1136,0.45,0.15,0.15,0.25,0.0
1137,0.45,0.15,0.15,0.2,0.05
1138,0.45,0.15,0.15,0.15,0.1
1139,0.45,0.15,0.15,0.1,0.15
1140,0.45,0.15,0.15,0.05,0.2
1141,0.45,0.15,0.15,0.0,0.25
1142,0.45,0.15,0.1,0.3,0.0
1143,0.45,0.15,0.1,0.25,0.05
1144,0.45,0.15,0.1,0.2,0.1
1145,0.45,0.15,0.1,0.15,0.15
1146,0.45,0.15,0.1,0.1,0.2
1147,0.45,0.15,0.1,0.05,0.25
1148,0.45,0.15,0.1,0.0,0.3
1149,0.45,0.15,0.05,0.35,0.0
1150,0.45,0.15,0.05,0.3,0.05
1151,0.45,0.15,0.05,0.25,0.1
1152,0.45,0.15,0.05,0.2,0.15
1153,0.45,0.15,0.05,0.15,0.2
1154,0.45,0.15,0.05,0.1,0.25
1155,0.45,0.15,0.05,0.05,0.3
1156,0.45,0.15,0.05,0.0,0.35
1157,0.45,0.15,0.0,0.4,0.0
1158,0.45,0.15,0.0,0.35,0.05
1159,0.45,0.15,0.0,0.3,0.1
1160,0.45,0.15,0.0,0.25,0.15
1161,0.45,0.15,0.0,0.2,0.2
1162,0.45,0.15,0.0,0.15,0.25
1163,0.45,0.15,0.0,0.1,0.3
1164,0.45,0.15,0.0,0.05,0.35
1165,0.45,0.15,0.0,0.0,0.4
1166,0.45,0.1,0.45,0.0,0.0
1167,0.45,0.1,0.4,0.05,0.0
1168,0.45,0.1,0.4,0.0,0.05
1169,0.45,0.1,0.35,0.1,0.0
1170,0.45,0.1,0.35,0.05,0.05
1171,0.45,0.1,0.35,0.0,0.1
1172,0.45,0.1,0.3,0.15,0.0
1173,0.45,0.1,0.3,0.1,0.05
1174,0.45,0.1,0.3,0.05,0.1
1175,0.45,0.1,0.3,0.0,0.15
1176,0.45,0.1,0.25,0.2,0.0
1177,0.45,0.1,0.25,0.15,0.05
1178,0.45,0.1,0.25,0.1,0.1
1179,0.45,0.1,0.25,0.05,0.15
1180,0.45,0.1,0.25,0.0,0.2
1181,0.45,0.1,0.2,0.25,0.0
1182,0.45,0.1,0.2,0.2,0.05
1183,0.45,0.1,0.2,0.15,0.1
1184,0.45,0.1,0.2,0.1,0.15
1185,0.45,0.1,0.2,0.05,0.2
1186,0.45,0.1,0.2,0.0,0.25
1187,0.45,0.1,0.15,0.3,0.0
1188,0.45,0.1,0.15,0.25,0.05
1189,0.45,0.1,0.15,0.2,0.1
1190,0.45,0.1,0.15,0.15,0.15
1191,0.45,0.1,0.15,0.1,0.2
1192,0.45,0.1,0.15,0.05,0.25
1193,0.45,0.1,0.15,0.0,0.3
1194,0.45,0.1,0.1,0.35,0.0
1195,0.45,0.1,0.1,0.3,0.05
1196,0.45,0.1,0.1,0.25,0.1
1197,0.45,0.1,0.1,0.2,0.15
1198,0.45,0.1,0.1,0.15,0.2
1199,0.45,0.1,0.1,0.1,0.25
1200,0.45,0.1,0.1,0.05,0.3
1201,0.45,0.1,0.1,0.0,0.35
1202,0.45,0.1,0.05,0.4,0.0
1203,0.45,0.1,0.05,0.35,0.05
1204,0.45,0.1,0.05,0.3,0.1
1205,0.45,0.1,0.05,0.25,0.15
1206,0.45,0.1,0.05,0.2,0.2
1207,0.45,0.1,0.05,0.15,0.25
1208,0.45,0.1,0.05,0.1,0.3
1209,0.45,0.1,0.05,0.05,0.35
1210,0.45,0.1,0.05,0.0,0.4
1211,0.45,0.1,0.0,0.45,0.0
1212,0.45,0.1,0.0,0.4,0.05
1213,0.45,0.1,0.0,0.35,0.1
1214,0.45,0.1,0.0,0.3,0.15
1215,0.45,0.1,0.0,0.25,0.2
1216,0.45,0.1,0.0,0.2,0.25
1217,0.45,0.1,0.0,0.15,0.3
1218,0.45,0.1,0.0,0.1,0.35
1219,0.45,0.1,0.0,0.05,0.4
1220,0.45,0.1,0.0,0.0,0.45
1221,0.45,0.05,0.5,0.0,0.0
1222,0.45,0.05,0.45,0.05,0.0
1223,0.45,0.05,0.45,0.0,0.05
1224,0.45,0.05,0.4,0.1,0.0
1225,0.45,0.05,0.4,0.05,0.05
1226,0.45,0.05,0.4,0.0,0.1
1227,0.45,0.05,0.35,0.15,0.0
1228,0.45,0.05,0.35,0.1,0.05
1229,0.45,0.05,0.35,0.05,0.1
1230,0.45,0.05,0.35,0.0,0.15
1231,0.45,0.05,0.3,0.2,0.0
1232,0.45,0.05,0.3,0.15,0.05
1233,0.45,0.05,0.3,0.1,0.1
1234,0.45,0.05,0.3,0.05,0.15
1235,0.45,0.05,0.3,0.0,0.2
1236,0.45,0.05,0.25,0.25,0.0
1237,0.45,0.05,0.25,0.2,0.05
1238,0.45,0.05,0.25,0.15,0.1
1239,0.45,0.05,0.25,0.1,0.15
1240,0.45,0.05,0.25,0.05,0.2
1241,0.45,0.05,0.25,0.0,0.25
1242,0.45,0.05,0.2,0.3,0.0
1243,0.45,0.05,0.2,0.25,0.05
1244,0.45,0.05,0.2,0.2,0.1
1245,0.45,0.05,0.2,0.15,0.15
1246,0.45,0.05,0.2,0.1,0.2
1247,0.45,0.05,0.2,0.05,0.25
1248,0.45,0.05,0.2,0.0,0.3
1249,0.45,0.05,0.15,0.35,0.0
1250,0.45,0.05,0.15,0.3,0.05
1251,0.45,0.05,0.15,0.25,0.1
1252,0.45,0.05,0.15,0.2,0.15
1253,0.45,0.05,0.15,0.15,0.2
1254,0.45,0.05,0.15,0.1,0.25
1255,0.45,0.05,0.15,0.05,0.3
1256,0.45,0.05,0.15,0.0,0.35
1257,0.45,0.05,0.1,0.4,0.0
